Timestamp,language,problem
10/24/2022 13:37:59,Python,Readability
10/24/2022 13:38:00,Python,Readability
10/24/2022 13:38:00,Python,Filter
10/24/2022 13:38:00,Python,DNA
10/24/2022 13:38:00,Python,Hello
10/24/2022 13:38:00,Python,Speller
10/24/2022 13:38:00,Python,Readability
10/24/2022 13:38:00,Python,Wordle50
10/24/2022 13:38:01,Python,DNA
10/24/2022 13:38:01,Python,Wordle50
10/24/2022 13:38:01,Python,Scratch
10/24/2022 13:38:01,Python,Scratch
10/24/2022 13:38:01,Python,DNA
10/24/2022 13:38:02,Python,Hello
10/24/2022 13:38:02,C,Tideman
10/24/2022 13:38:03,Scratch,Credit
10/24/2022 13:38:03,C,Readability
10/24/2022 13:38:03,Python,Speller
10/24/2022 13:38:03,Python,Credit
10/24/2022 13:38:04,Python,Hello
10/24/2022 13:38:04,Python,Readability
10/24/2022 13:38:04,Scratch,Plurality
10/24/2022 13:38:04,Python,Wordle50
10/24/2022 13:38:05,Python,Recover
10/24/2022 13:38:05,C,Speller
10/24/2022 13:38:05,C,Caesar
10/24/2022 13:38:05,Python,Substitution
10/24/2022 13:38:05,Python,Speller
10/24/2022 13:38:05,C,Caesar
10/24/2022 13:38:05,Scratch,Scratch
10/24/2022 13:38:05,Python,Wordle50
10/24/2022 13:38:06,C,Hello
10/24/2022 13:38:06,C,Readability
10/24/2022 13:38:06,Python,Filter
10/24/2022 13:38:06,Python,Cash
10/24/2022 13:38:06,Python,Scratch
10/24/2022 13:38:06,C,Speller
10/24/2022 13:38:06,Python,DNA
10/24/2022 13:38:07,Python,Mario
10/24/2022 13:38:07,Python,Readability
10/24/2022 13:38:07,Python,Wordle50
10/24/2022 13:38:07,C,Speller
10/24/2022 13:38:07,Python,Caesar
10/24/2022 13:38:08,Scratch,Scratch
10/24/2022 13:38:08,C,Tideman
10/24/2022 13:38:08,Python,Caesar
10/24/2022 13:38:08,Python,Readability
10/24/2022 13:38:08,C,Speller
10/24/2022 13:38:09,Python,Wordle50
10/24/2022 13:38:09,Python,Readability
10/24/2022 13:38:09,Python,Hello
10/24/2022 13:38:09,C,Filter
10/24/2022 13:38:09,C,Recover
10/24/2022 13:38:09,C,Cash
10/24/2022 13:38:10,C,Runoff
10/24/2022 13:38:10,Python,Hello
10/24/2022 13:38:10,Python,Bulbs
10/24/2022 13:38:10,C,Caesar
10/24/2022 13:38:10,Python,Filter
10/24/2022 13:38:10,Python,Readability
10/24/2022 13:38:10,C,Filter
10/24/2022 13:38:10,Python,Hello
10/24/2022 13:38:11,Python,Credit
10/24/2022 13:38:11,Python,Filter
10/24/2022 13:38:11,Python,Mario
10/24/2022 13:38:11,Python,Runoff
10/24/2022 13:38:11,C,Tideman
10/24/2022 13:38:11,C,Hello
10/24/2022 13:38:12,Python,Readability
10/24/2022 13:38:12,Python,Credit
10/24/2022 13:38:12,Python,Runoff
10/24/2022 13:38:12,Python,Scratch
10/24/2022 13:38:12,Python,Readability
10/24/2022 13:38:12,Python,DNA
10/24/2022 13:38:13,Python,Scratch
10/24/2022 13:38:13,C,Plurality
10/24/2022 13:38:13,Python,Scratch
10/24/2022 13:38:13,Python,Cash
10/24/2022 13:38:14,C,Bulbs
10/24/2022 13:38:14,Python,Bulbs
10/24/2022 13:38:15,Python,Tideman
10/24/2022 13:38:15,C,Caesar
10/24/2022 13:38:15,Python,Mario
10/24/2022 13:38:15,C,Speller
10/24/2022 13:38:15,Python,Filter
10/24/2022 13:38:16,Python,Caesar
10/24/2022 13:38:16,Python,Plurality
10/24/2022 13:38:16,C,Speller
10/24/2022 13:38:16,Python,Readability
10/24/2022 13:38:16,C,DNA
10/24/2022 13:38:16,Python,Readability
10/24/2022 13:38:17,C,Plurality
10/24/2022 13:38:17,Python,Reverse
10/24/2022 13:38:17,Python,Readability
10/24/2022 13:38:17,Scratch,Credit
10/24/2022 13:38:17,Python,Credit
10/24/2022 13:38:18,Python,Mario
10/24/2022 13:38:18,Python,Cash
10/24/2022 13:38:18,C,Credit
10/24/2022 13:38:18,Python,Substitution
10/24/2022 13:38:18,Python,Mario
10/24/2022 13:38:18,Scratch,Tideman
10/24/2022 13:38:19,Python,Mario
10/24/2022 13:38:19,Python,Readability
10/24/2022 13:38:19,Python,Caesar
10/24/2022 13:38:19,Python,Filter
10/24/2022 13:38:19,Python,Filter
10/24/2022 13:38:19,Scratch,Hello
10/24/2022 13:38:20,Python,Caesar
10/24/2022 13:38:20,Scratch,Scratch
10/24/2022 13:38:21,Python,Speller
10/24/2022 13:38:21,Python,Wordle50
10/24/2022 13:38:21,Python,Readability
10/24/2022 13:38:22,Python,DNA
10/24/2022 13:38:22,C,Caesar
10/24/2022 13:38:22,Python,Mario
10/24/2022 13:38:22,C,Recover
10/24/2022 13:38:23,C,Bulbs
10/24/2022 13:38:23,C,Hello
10/24/2022 13:38:23,Python,Plurality
10/24/2022 13:38:23,C,Caesar
10/24/2022 13:38:23,Python,Readability
10/24/2022 13:38:23,Python,DNA
10/24/2022 13:38:24,Python,Mario
10/24/2022 13:38:24,Python,DNA
10/24/2022 13:38:24,Python,Reverse
10/24/2022 13:38:24,Python,Scratch
10/24/2022 13:38:25,Scratch,Scratch
10/24/2022 13:38:25,Python,Filter
10/24/2022 13:38:25,C,Scratch
10/24/2022 13:38:25,Scratch,Tideman
10/24/2022 13:38:25,Python,DNA
10/24/2022 13:38:25,C,Reverse
10/24/2022 13:38:26,Python,Mario
10/24/2022 13:38:26,Python,Caesar
10/24/2022 13:38:26,Python,Reverse
10/24/2022 13:38:26,C,Plurality
10/24/2022 13:38:26,Python,Credit
10/24/2022 13:38:26,Python,Cash
10/24/2022 13:38:27,C,Hello
10/24/2022 13:38:28,Python,Substitution
10/24/2022 13:38:28,Python,Scratch
10/24/2022 13:38:28,C,Speller
10/24/2022 13:38:28,Python,Wordle50
10/24/2022 13:38:28,Python,Cash
10/24/2022 13:38:28,Python,Recover
10/24/2022 13:38:29,Python,Cash
10/24/2022 13:38:30,Python,Substitution
10/24/2022 13:38:30,Python,Plurality
10/24/2022 13:38:30,Python,Caesar
10/24/2022 13:38:30,Scratch,Tideman
10/24/2022 13:38:30,Python,Scratch
10/24/2022 13:38:31,Python,DNA
10/24/2022 13:38:31,Python,Wordle50
10/24/2022 13:38:31,Scratch,Mario
10/24/2022 13:38:32,Python,Hello
10/24/2022 13:38:33,Python,Speller
10/24/2022 13:38:33,Python,Runoff
10/24/2022 13:38:33,Python,Mario
10/24/2022 13:38:33,C,Filter
10/24/2022 13:38:33,Python,Mario
10/24/2022 13:38:34,Python,DNA
10/24/2022 13:38:34,Python,Bulbs
10/24/2022 13:38:35,Python,Scratch
10/24/2022 13:38:35,Scratch,Tideman
10/24/2022 13:38:36,Python,Mario
10/24/2022 13:38:36,Python,DNA
10/24/2022 13:38:36,Python,Caesar
10/24/2022 13:38:38,Python,Hello
10/24/2022 13:38:38,Python,Wordle50
10/24/2022 13:38:38,Python,Tideman
10/24/2022 13:38:39,Python,DNA
10/24/2022 13:38:40,Scratch,Tideman
10/24/2022 13:38:40,C,Filter
10/24/2022 13:38:41,Python,Hello
10/24/2022 13:38:41,Python,Filter
10/24/2022 13:38:41,Python,Readability
10/24/2022 13:38:42,Python,Filter
10/24/2022 13:38:42,Python,DNA
10/24/2022 13:38:42,Python,Hello
10/24/2022 13:38:42,Python,DNA
10/24/2022 13:38:43,Scratch,Scratch
10/24/2022 13:38:43,Python,Scratch
10/24/2022 13:38:43,Python,Reverse
10/24/2022 13:38:43,C,Hello
10/24/2022 13:38:44,Python,Tideman
10/24/2022 13:38:44,Scratch,Tideman
10/24/2022 13:38:44,C,Filter
10/24/2022 13:38:45,Python,Tideman
10/24/2022 13:38:46,Python,DNA
10/24/2022 13:38:46,Python,Speller
10/24/2022 13:38:47,C,Readability
10/24/2022 13:38:47,Python,Filter
10/24/2022 13:38:48,Python,Mario
10/24/2022 13:38:48,C,Caesar
10/24/2022 13:38:48,Scratch,Tideman
10/24/2022 13:38:50,C,Readability
10/24/2022 13:38:50,Python,Cash
10/24/2022 13:38:50,C,Readability
10/24/2022 13:38:51,Python,Hello
10/24/2022 13:38:52,C,Speller
10/24/2022 13:38:52,Python,Hello
10/24/2022 13:38:52,Python,Plurality
10/24/2022 13:38:53,C,DNA
10/24/2022 13:38:53,Python,Mario
10/24/2022 13:38:53,Scratch,Tideman
10/24/2022 13:38:53,C,Bulbs
10/24/2022 13:38:53,Python,Scratch
10/24/2022 13:38:54,Python,Speller
10/24/2022 13:38:55,Python,Mario
10/24/2022 13:38:56,C,Tideman
10/24/2022 13:38:56,Python,Tideman
10/24/2022 13:38:57,Python,DNA
10/24/2022 13:38:57,Scratch,Tideman
10/24/2022 13:38:59,Scratch,Scratch
10/24/2022 13:39:01,Scratch,Tideman
10/24/2022 13:39:02,Python,Hello
10/24/2022 13:39:02,Python,Mario
10/24/2022 13:39:02,Python,Hello
10/24/2022 13:39:03,Python,Readability
10/24/2022 13:39:03,Python,Caesar
10/24/2022 13:39:04,Python,Readability
10/24/2022 13:39:04,Python,Mario
10/24/2022 13:39:05,Python,Mario
10/24/2022 13:39:05,C,DNA
10/24/2022 13:39:05,Python,Readability
10/24/2022 13:39:05,C,Filter
10/24/2022 13:39:05,Python,Mario
10/24/2022 13:39:06,Scratch,Tideman
10/24/2022 13:39:06,Python,Credit
10/24/2022 13:39:07,Python,Readability
10/24/2022 13:39:07,Python,Wordle50
10/24/2022 13:39:08,C,Scratch
10/24/2022 13:39:08,Python,Mario
10/24/2022 13:39:09,Python,Runoff
10/24/2022 13:39:09,Python,Plurality
10/24/2022 13:39:09,Python,Scratch
10/24/2022 13:39:09,Python,Credit
10/24/2022 13:39:10,Scratch,Tideman
10/24/2022 13:39:10,Python,Reverse
10/24/2022 13:39:11,Python,Scratch
10/24/2022 13:39:11,Python,Cash
10/24/2022 13:39:11,Python,Mario
10/24/2022 13:39:13,C,Filter
10/24/2022 13:39:13,Python,Hello
10/24/2022 13:39:13,Python,Mario
10/24/2022 13:39:15,Scratch,Runoff
10/24/2022 13:39:17,Python,Credit
10/24/2022 13:39:17,C,Mario
10/24/2022 13:39:17,Scratch,Tideman
10/24/2022 13:39:17,C,Reverse
10/24/2022 13:39:18,Python,Speller
10/24/2022 13:39:19,Python,Mario
10/24/2022 13:39:20,Python,Hello
10/24/2022 13:39:21,Python,Wordle50
10/24/2022 13:39:21,Scratch,Tideman
10/24/2022 13:39:24,C,Mario
10/24/2022 13:39:25,C,DNA
10/24/2022 13:39:25,Python,Reverse
10/24/2022 13:39:26,Python,Caesar
10/24/2022 13:39:28,Scratch,Tideman
10/24/2022 13:39:29,C,Filter
10/24/2022 13:39:32,C,Tideman
10/24/2022 13:39:33,Python,DNA
10/24/2022 13:39:34,Python,Wordle50
10/24/2022 13:39:34,Scratch,Tideman
10/24/2022 13:39:35,C,Cash
10/24/2022 13:39:35,C,Filter
10/24/2022 13:39:35,C,Wordle50
10/24/2022 13:39:36,Python,Mario
10/24/2022 13:39:36,Python,Mario
10/24/2022 13:39:38,Scratch,Tideman
10/24/2022 13:39:39,Python,Mario
10/24/2022 13:39:41,C,Cash
10/24/2022 13:39:42,Python,Mario
10/24/2022 13:39:43,Scratch,Tideman
10/24/2022 13:39:46,Scratch,Scratch
10/24/2022 13:39:46,Python,Mario
10/24/2022 13:39:47,Scratch,Tideman
10/24/2022 13:39:49,Python,Wordle50
10/24/2022 13:39:51,Python,Hello
10/24/2022 13:39:51,Scratch,Tideman
10/24/2022 13:39:51,C,Credit
10/24/2022 13:39:57,Scratch,Tideman
10/24/2022 13:39:58,Python,Hello
10/24/2022 13:39:58,Scratch,Hello
10/24/2022 13:39:59,Python,Filter
10/24/2022 13:40:01,Scratch,Tideman
10/24/2022 13:40:03,Python,Mario
10/24/2022 13:40:04,Scratch,Tideman
10/24/2022 13:40:07,C,Readability
10/24/2022 13:40:08,Scratch,Tideman
10/24/2022 13:40:08,Python,Filter
10/24/2022 13:40:08,Python,Wordle50
10/24/2022 13:40:10,Python,Cash
10/24/2022 13:40:11,Scratch,Tideman
10/24/2022 13:40:14,Scratch,Scratch
10/24/2022 13:40:15,Scratch,Tideman
10/24/2022 13:40:15,C,Hello
10/24/2022 13:40:19,Scratch,Tideman
10/24/2022 13:40:22,Python,Mario
10/24/2022 13:40:23,Scratch,Tideman
10/24/2022 13:40:26,Scratch,Cash
10/24/2022 13:40:27,Scratch,Tideman
10/24/2022 13:40:27,Python,DNA
10/24/2022 13:40:31,Scratch,Tideman
10/24/2022 13:40:38,C,Hello
10/24/2022 13:41:00,Python,Scratch
10/24/2022 13:41:12,Python,Speller
10/24/2022 13:41:25,C,Scratch
10/24/2022 13:41:26,Python,Scratch
10/24/2022 13:41:35,Python,Hello
10/24/2022 13:41:50,C,Tideman
10/24/2022 13:41:52,Python,Substitution
10/24/2022 13:41:59,Python,Wordle50
10/24/2022 13:42:06,Python,Wordle50
10/24/2022 13:42:13,Scratch,Cash
10/24/2022 13:42:14,C,Filter
10/24/2022 13:42:27,Python,Hello
10/24/2022 13:42:34,Python,Hello
10/24/2022 13:42:51,Scratch,Readability
10/24/2022 13:42:55,Scratch,Mario
10/24/2022 13:43:43,Scratch,Scratch
10/24/2022 13:44:27,Python,DNA
10/24/2022 13:44:31,Python,Hello
10/24/2022 13:44:42,Python,Mario
10/24/2022 13:45:17,Python,Readability
10/24/2022 13:45:59,Python,Recover
10/24/2022 13:46:04,Python,Scratch
10/24/2022 13:46:07,Python,DNA
10/24/2022 13:46:44,Python,Scratch
10/24/2022 13:47:24,C,Readability
10/24/2022 13:47:42,Python,Bulbs
10/24/2022 13:48:18,C,DNA
10/24/2022 13:48:26,Scratch,Hello
10/24/2022 13:49:52,Python,DNA
10/24/2022 13:51:33,C,Readability
10/24/2022 13:52:48,C,Filter
10/24/2022 13:53:37,Python,Mario
10/24/2022 13:54:12,Python,Hello
10/24/2022 13:55:11,Scratch,Mario
10/24/2022 13:55:51,Python,DNA
10/24/2022 13:58:03,Python,Cash
10/24/2022 13:58:22,Scratch,Scratch
10/24/2022 13:59:15,Python,Speller
10/24/2022 14:00:05,C,Reverse
10/24/2022 14:00:21,C,Readability
10/24/2022 14:00:40,Python,Runoff
10/24/2022 14:01:16,Python,Filter
10/24/2022 14:01:43,Python,Scratch
10/24/2022 14:04:40,C,Recover
10/24/2022 14:05:19,Python,Cash
10/24/2022 14:07:00,Scratch,Scratch
10/24/2022 14:07:19,Python,Mario
10/24/2022 14:07:55,C,Readability
10/24/2022 14:08:30,C,Readability
10/24/2022 14:08:40,C,Filter
10/24/2022 14:08:41,Python,DNA
10/24/2022 14:10:12,Python,Reverse
10/24/2022 14:10:22,Python,Cash
10/24/2022 14:11:45,C,Readability
10/24/2022 14:12:16,C,Speller
10/24/2022 14:12:20,Python,DNA
10/24/2022 14:13:50,Python,DNA
10/24/2022 14:14:19,Python,Hello
10/24/2022 14:15:18,Python,DNA
10/24/2022 14:15:32,Python,Hello
10/24/2022 14:16:52,C,Reverse
10/24/2022 14:17:04,Python,Scratch
10/24/2022 14:18:26,Python,DNA
10/24/2022 14:19:07,C,DNA
10/24/2022 14:21:04,C,Hello
10/24/2022 14:24:15,Python,Filter
10/24/2022 14:28:34,C,Readability
10/24/2022 14:29:20,Python,Credit
10/24/2022 14:32:09,Python,DNA
10/24/2022 14:32:51,Python,Plurality
10/24/2022 14:35:29,Python,Hello
10/24/2022 14:36:26,C,Mario
10/24/2022 14:36:27,Python,DNA
10/24/2022 14:37:12,Python,Readability
10/24/2022 14:38:14,Scratch,Scratch
10/24/2022 14:38:40,C,Scratch
10/24/2022 14:44:29,C,Filter
10/24/2022 14:45:45,Python,Filter
10/24/2022 14:52:59,Python,Speller
10/24/2022 14:57:31,Python,Wordle50
10/24/2022 14:57:42,C,Hello
10/24/2022 15:01:23,Scratch,Readability
10/24/2022 15:04:37,Python,Hello
10/24/2022 15:05:46,C,Scratch
10/24/2022 15:07:07,Python,Credit
10/24/2022 15:07:42,Scratch,Speller
10/24/2022 15:08:46,C,Speller
10/24/2022 15:14:09,Python,Mario
10/24/2022 15:15:31,C,Speller
10/24/2022 15:20:30,Python,Reverse
10/24/2022 15:20:30,Python,Speller
10/24/2022 15:20:52,Python,Mario
10/24/2022 15:24:56,Python,DNA
10/24/2022 15:29:28,Python,Mario
10/24/2022 15:29:36,Python,Caesar
10/24/2022 15:38:28,C,Readability
10/24/2022 15:44:52,Python,Readability
10/24/2022 15:45:49,Scratch,Filter
10/24/2022 15:47:31,Python,Substitution
10/24/2022 15:48:57,C,Mario
10/24/2022 15:54:41,Python,Runoff
10/24/2022 16:02:32,Python,Filter
10/24/2022 16:06:00,C,Hello
10/24/2022 16:07:31,C,Speller
10/24/2022 16:09:43,Python,Readability
10/24/2022 16:10:55,Python,Runoff
10/24/2022 16:15:08,Python,Plurality
10/24/2022 16:20:17,C,DNA
10/24/2022 16:24:52,Scratch,Credit
10/24/2022 16:28:39,Python,Filter
10/24/2022 16:30:37,Python,Recover
10/24/2022 16:31:29,C,DNA
10/24/2022 16:31:41,Python,Hello
10/24/2022 16:33:55,Python,DNA
10/24/2022 16:40:48,Python,Readability
10/24/2022 16:42:38,C,Filter
10/24/2022 16:47:05,Scratch,Mario
10/24/2022 16:47:44,Python,Cash
10/24/2022 16:55:31,Python,Readability
10/24/2022 17:11:58,C,Filter
10/24/2022 17:26:35,C,DNA
10/24/2022 17:34:10,C,Readability
10/24/2022 17:38:51,Python,Credit
10/24/2022 17:49:35,Python,Bulbs
10/24/2022 17:55:19,C,Scratch
10/24/2022 17:56:27,C,Substitution
10/24/2022 18:09:35,Scratch,Scratch
10/24/2022 18:11:21,Python,Mario
10/24/2022 18:15:36,Python,Mario
10/24/2022 19:02:16,Python,Runoff
10/24/2022 19:03:36,Python,Readability
10/24/2022 19:09:11,Scratch,Scratch
10/24/2022 19:18:20,C,Caesar
10/24/2022 19:19:57,Python,Scratch
10/24/2022 19:20:37,Python,Mario
10/24/2022 19:26:19,Python,Caesar
10/24/2022 19:40:35,Scratch,Scratch
10/24/2022 19:40:41,Python,Cash
10/24/2022 19:47:50,Python,DNA
10/24/2022 19:54:52,Python,Substitution
10/24/2022 20:01:30,C,Tideman
10/24/2022 20:06:17,C,Tideman
10/24/2022 20:15:37,C,Hello
10/24/2022 20:15:47,Python,Readability
10/24/2022 20:17:38,C,Speller
10/24/2022 20:38:50,C,Recover
10/24/2022 20:45:02,Scratch,Readability
10/24/2022 20:45:06,Python,Hello
10/24/2022 20:57:05,Scratch,Scratch
10/24/2022 20:59:21,Python,Cash
10/24/2022 21:05:25,Python,DNA
10/24/2022 21:25:26,Scratch,Scratch
10/24/2022 21:27:02,Python,Hello
10/24/2022 21:32:52,Python,Recover
10/24/2022 21:35:53,Python,Substitution
10/24/2022 21:36:20,Python,Mario
10/24/2022 21:39:46,C,Plurality
10/24/2022 21:40:41,Python,Hello
10/24/2022 22:00:09,Scratch,Filter
10/24/2022 22:04:14,Python,Credit
10/24/2022 22:13:54,Python,DNA
10/24/2022 22:16:48,Python,Mario
10/24/2022 22:21:03,Scratch,Scratch
10/24/2022 22:26:52,Python,Caesar
10/24/2022 22:31:06,Python,Tideman
10/24/2022 22:45:23,C,Filter
10/24/2022 22:51:13,Python,Bulbs
10/24/2022 23:27:49,Python,Scratch
10/24/2022 23:28:21,Python,Wordle50
10/24/2022 23:32:57,C,Cash
10/24/2022 23:43:18,Python,Caesar
10/24/2022 23:46:06,Python,Filter
10/25/2022 0:00:08,Python,Filter
10/25/2022 0:10:21,C,Readability
10/25/2022 0:24:24,C,DNA
10/25/2022 0:32:43,Python,Cash
10/25/2022 0:42:00,Python,DNA
10/25/2022 0:47:44,Python,Hello
10/25/2022 0:50:45,C,Hello
10/25/2022 1:21:17,C,Mario
10/25/2022 1:32:20,C,Cash
10/25/2022 1:56:59,Python,Wordle50
10/25/2022 2:21:47,Python,Plurality
10/25/2022 2:30:01,Python,Bulbs
10/25/2022 2:32:07,Python,Mario
10/25/2022 2:36:21,C,DNA
10/25/2022 2:42:37,C,Mario
10/25/2022 2:44:02,C,Reverse
10/25/2022 2:45:50,Python,DNA
10/25/2022 2:50:47,Python,DNA
10/25/2022 3:28:38,Python,Hello
10/25/2022 3:34:49,Python,Speller
10/25/2022 4:25:12,Python,Readability
10/25/2022 4:58:28,C,Mario
10/25/2022 4:58:36,Python,DNA
10/25/2022 5:01:41,Scratch,Caesar
10/25/2022 5:11:02,Python,Speller
10/25/2022 5:24:16,Python,Bulbs
10/25/2022 5:35:26,Python,DNA
10/25/2022 5:38:02,C,Tideman
10/25/2022 5:51:47,Python,Readability
10/25/2022 6:02:58,C,Filter
10/25/2022 6:07:58,Python,Speller
10/25/2022 6:18:19,Python,DNA
10/25/2022 6:31:35,Python,Filter
10/25/2022 6:56:16,Python,Cash
10/25/2022 7:34:25,Python,Filter
10/25/2022 7:55:47,Python,Substitution
10/25/2022 8:00:57,Scratch,Scratch
10/25/2022 8:04:54,Python,Hello
10/25/2022 8:19:50,Python,Mario
10/25/2022 8:24:40,Python,Credit
10/25/2022 8:46:36,Python,DNA
10/25/2022 8:48:11,Python,Hello
10/25/2022 9:02:33,Scratch,Scratch
10/25/2022 9:09:58,Python,Filter
10/25/2022 9:15:03,Python,Mario
10/25/2022 9:19:00,C,DNA
10/25/2022 9:31:57,C,Readability
10/25/2022 9:34:52,Python,Hello
10/25/2022 9:51:25,Python,Wordle50
10/25/2022 10:02:39,Python,Credit
10/25/2022 10:07:17,C,Reverse
10/25/2022 10:09:25,Python,Reverse
10/25/2022 10:29:09,Python,Readability
10/25/2022 10:36:06,Python,Runoff
10/25/2022 11:02:22,Scratch,Scratch
10/25/2022 11:05:07,C,Reverse
10/25/2022 11:22:27,C,Readability
10/25/2022 11:25:54,C,Runoff
10/25/2022 11:31:41,Python,Filter
10/25/2022 11:38:36,Python,Readability
10/25/2022 11:39:26,Python,Plurality
10/25/2022 11:50:59,Python,Recover
10/25/2022 12:06:55,Python,Filter
10/25/2022 12:13:47,Scratch,Readability
10/25/2022 12:16:37,Scratch,Hello
10/25/2022 12:30:39,Scratch,Filter
10/25/2022 12:34:27,Python,Scratch
10/25/2022 12:38:09,Python,Hello
10/25/2022 12:42:12,Python,Hello
10/25/2022 12:54:11,Python,Filter
10/25/2022 13:38:54,Python,Cash
10/25/2022 13:46:22,Python,Hello
10/25/2022 13:52:16,Python,Mario
